Climb,Area,Climber,Date,FrenchGrade,Style,Gender,Year,Grade,OriginalArea,SuggestedGrade,AscentNumber,Notes,SuggestedNumberGrade,AveragedNumberGrade
Momentum,Valle Bavona,Nalle Hukkataival,11/15/2012,8C,Boulder Problem,M,2012,V15,Valle Bavona,8C,1,,15,15
Momentum,Valle Bavona,Jan Hojer,11/20/2012,8C,Boulder Problem,M,2012,V15,Valle Bavona,8B+,2,,14,15
Off the Wagon Low,Valle Bavona,Shawn Raboutou,11/27/2018,8C+,Boulder Problem,M,2018,V16,Valle Bavona,8C+,1,,16,16
Primitivo,Valle Bavona,James Webb,4/1/2019,8C,Boulder Problem,M,2019,V15,Valle Bavona,8C,1,,15,15
Primitivo,Valle Bavona,Giuliano Cameroni,4/2/2019,8C,Boulder Problem,M,2019,V15,Valle Bavona,8C,2,,15,15
Ajna,Varazze,Christian Core,1/1/2004,8C,Boulder Problem,M,2004,V15,Varazze,8B+/8C,1,,14.5,15
Gioia,Varazze,Christian Core,2/25/2008,8C+,Boulder Problem,M,2008,V16,Varazze,8C/8C+,1,"8C/(8C+), 4 months",15.5,16
Gioia,Varazze,Adam Ondra,12/6/2011,8C+,Boulder Problem,M,2011,V16,Varazze,8C+,2,11 days,16,16
Gioia,Varazze,Nalle Hukkataival,2/22/2014,8C+,Boulder Problem,M,2014,V16,Varazze,8C/8C+,3,8C/8C+,15.5,16
The Long Road of Life,Varazze,Christian Core,12/1/2005,8C,Boulder Problem,M,2005,V15,Varazze,8C,1,,15,15
La Côte d'Usure,Verdon Gorge,Sébastien Bouin,1/1/2018,9a+,Sport Route,M,2018,5.15a,Verdon Gorge,9a+,1,,2,2
La Colombe,Vernayaz,David Graham,11/29/2016,8C,Boulder Problem,M,2016,V15,Vernayaz,8C,1,,15,15
Akira,"Vilhonneur, France",Frédéric Rouhling,6/6/1995,9b,Sport Route,M,1995,5.15b,Charante,9b,1,This climb is the center of bitter controversy. Rouhling suggests 9b 6 years before anybody else suggests 9a+. Unrepeated.,3,3
Chilam Balam,Villanueva del Rosario,Bernabé Fernández,7/4/2003,9b,Sport Route,M,2003,5.15b,Villanueva del Rosario,9b+,1,3 years. The ascent has been questioned.,4,3
Chilam Balam,Villanueva del Rosario,Adam Ondra,4/13/2011,9b,Sport Route,M,2011,5.15b,Villanueva del Rosario,9b,2,9b low end. 5 tries over 3 days,3,3
Chilam Balam,Villanueva del Rosario,Sébastien Bouin,5/27/2015,9b,Sport Route,M,2015,5.15b,Villanueva del Rosario,9a+/9b,3,10 days,2.5,3
Chilam Balam,Villanueva del Rosario,Daniel Andrada Jiménez,11/14/2015,9b,Sport Route,M,2015,5.15b,Villanueva del Rosario,9a+/9b,3,9a+/9b or 9a+ hard. 20-25 attempts,2.5,3
Chilam Balam,Villanueva del Rosario,Eduard Marín García,11/19/2015,9b,Sport Route,M,2015,5.15b,Villanueva del Rosario,9a+/9b,4,,2.5,3
La Planta de Shiva,Villanueva del Rosario,Adam Ondra,4/22/2011,9b,Sport Route,M,2011,5.15b,Villanueva del Rosario,9b,1,,3,3
La Planta de Shiva,Villanueva del Rosario,Jakob Schubert,1/9/2016,9b,Sport Route,M,2016,5.15b,Villanueva del Rosario,9b,2,,3,3
La Planta de Shiva,Villanueva del Rosario,Angela Eiter,10/22/2017,9b,Sport Route,F,2017,5.15b,Villanueva del Rosario,9b,3,First woman to climb 5.15b. Multiple trips over 2 years,3,3
La Planta de Shiva,Villanueva del Rosario,Jonathan Siegrist,5/4/2019,9b,Sport Route,M,2019,5.15b,Villanueva del Rosario,9b,4,,3,3
La Planta de Shiva,Villanueva del Rosario,Jorge Diaz Rullo,5/28/2019,9b,Sport Route,M,2019,5.15b,Villanueva del Rosario,9b,5,Two months,3,3
Dugi Rat,Vrulja,Jernej Kruder,1/1/2018,9a+,Sport Route,M,2018,5.15a,Vrulja,9a+,1,,2,2
Arobayo,Yakushima,Dai Koyamada,1/25/2018,8C,Boulder Problem,M,2018,V15,Yakushima,8C,1,,15,15
The End,"Zalog, Slovenia",Urh Čehovin,11/28/2007,8C,Boulder Problem,M,2007,V15,Zalog,8C,1,,15,15
Companion of Change,Zell am Ziller,Jakob Schubert,1/1/2015,9a+,Sport Route,M,2015,5.15a,Zillertal,9a,1,,1,2
Companion of Change,Zell am Ziller,Alexander Megos,1/1/2017,9a+,Sport Route,M,2017,5.15a,Zillertal,9a+,2,,2,2
Happy Idiot,Zell am Ziller,Christof Rauch,11/14/2018,8C,Boulder Problem,M,2018,V15,Zillertal,8B+/8C,1,8B+/8C,14.5,15
Nussknacker Sit,Zell am Ziller,Christof Rauch,8/31/2015,8C,Boulder Problem,M,2015,V15,Zillertal,8B+/8C,1,8B+/8C. 7 sessions.,14.5,15
Sierra Madre,Zell am Ziller,Florian Schmalzl,4/21/2018,8C,Boulder Problem,M,2018,V15,Zillertal,8C,1,Ungraded (8C?). 10 days,15,15
Sierra Madre,Zell am Ziller,Alfons Dornauer,5/29/2018,8C,Boulder Problem,M,2018,V15,Zillertal,8B+/8C,2,8B+ hard/8C soft,14.5,15
Sierra Madre,Zell am Ziller,Jakob Schubert,11/20/2018,8C,Boulder Problem,M,2018,V15,Zillertal,8B+/8C,3,8B+/8C,14.5,15
Valhalla,Ziyun,Eduard Marín García,3/20/2019,9a+,Sport Route,M,2019,5.15a,Getu Grand Arch,9a+,1,"World's hardest multipitch climb. 14 pitches, 450 meters.",2,2
Byaku-dou / The Road to the Heaven ,愛知県民の森,Dai Koyamada,11/18/2003,8C,Boulder Problem,M,2003,V15,Horai,8C,1,,15,15
Byaku-dou / The Road to the Heaven ,愛知県民の森,Motochika Nagao,2/11/2015,8C,Boulder Problem,M,2015,V15,Horai,8C,2,2 years,15,15
Byaku-dou / The Road to the Heaven ,愛知県民の森,Mishka Ishi,5/4/2019,8C,Boulder Problem,F,2019,V15,Horai,8C,3,3rd woman to send V15. Also youngest to send V15 at 13 years old. 20 sessions over a year.,15,15
Epitaph ,愛知県民の森,Dai Koyamada,1/20/2009,8C,Boulder Problem,M,2009,V15,Horai,8C,1,,15,15
Epitaph ,愛知県民の森,Ryuichi Murai,3/29/2017,8C,Boulder Problem,M,2017,V15,Horai,8C,2,8 days,15,15
Hull Shea Nation ,愛知県民の森,Dai Koyamada,1/1/2015,8C,Boulder Problem,M,2015,V15,Horai,8C,1,,15,15
Idea ,愛知県民の森,Dai Koyamada,2/8/2010,8C,Boulder Problem,M,2010,V15,Horai,8B+/8C,1,8B+/8C,14.5,15
Vanitas ,愛知県民の森,Dai Koyamada,2/6/2014,8C,Boulder Problem,M,2014,V15,Horai,8C,1,"4 years. Watch the ascent on ""Dai's Video Diaries vol. 5"".",15,15
Vanitas ,愛知県民の森,Daisuke Ichimiya,3/28/2016,8C,Boulder Problem,M,2016,V15,Horai,8C,2,,15,15
Vanitas ,愛知県民の森,Ryuichi Murai,3/28/2016,8C,Boulder Problem,M,2016,V15,Horai,8C,3,,15,15
Beyond,Pic St Loup,Sébastien Bouin,5/26/2019,9a+,Sport Route,M,2019,5.15a,Pic St Loup,9a/9a+,1,,1.5,2
No Pain No Gain,Rodellar,Jonatan Flor Vazquez,6/3/2019,9a+,Sport Route,M,2019,5.15a,Rodellar,9a+,4,,2,2
